web-scraper-order,web-scraper-start-url,Clube,Lugar,Pontos,Vitorias,Empates,Derrotas,GolosMarcados,GolosSofridos,Jornada
1668292994-52,https://www.zerozero.pt/edition.php?jornada_in=2&id_edicao=156405&fase=150343,Vitória SC,15,1,0,1,1,0,1,Jornada 2
1668292994-53,https://www.zerozero.pt/edition.php?jornada_in=2&id_edicao=156405&fase=150343,B SAD,16,0,0,0,2,1,4,Jornada 2
1668292994-54,https://www.zerozero.pt/edition.php?jornada_in=2&id_edicao=156405&fase=150343,FC Famalicão,17,0,0,0,2,1,4,Jornada 2
1668292994-55,https://www.zerozero.pt/edition.php?jornada_in=2&id_edicao=156405&fase=150343,FC Arouca,18,0,0,0,2,0,4,Jornada 2
web-scraper-order,web-scraper-start-url,Clube,Lugar,Pontos,Vitorias,Empates,Derrotas,GolosMarcados,GolosSofridos,Jornada
1668292941-20,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Sporting,1,3,1,0,0,3,0,Jornada 1
1668292941-21,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Gil Vicente,2,3,1,0,0,3,0,Jornada 1
1668292941-22,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,CD Tondela,3,3,1,0,0,3,0,Jornada 1
1668292941-23,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,FC Porto,4,3,1,0,0,2,0,Jornada 1
1668292941-24,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Paços de Ferreira,5,3,1,0,0,2,0,Jornada 1
1668292941-25,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,SC Braga,6,3,1,0,0,2,0,Jornada 1
1668292941-26,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Estoril Praia,7,3,1,0,0,2,0,Jornada 1
1668292941-27,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Benfica,8,3,1,0,0,2,1,Jornada 1
1668292941-28,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Portimonense,9,3,1,0,0,1,0,Jornada 1
1668292941-29,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Moreirense,10,0,0,0,1,1,2,Jornada 1
1668292941-30,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Vitória SC,11,0,0,0,1,0,1,Jornada 1
1668292941-31,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Marítimo,12,0,0,0,1,0,2,Jornada 1
1668292941-32,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,FC Famalicão,13,0,0,0,1,0,2,Jornada 1
1668292941-33,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,FC Arouca,14,0,0,0,1,0,2,Jornada 1
1668292941-34,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,B SAD,15,0,0,0,1,0,2,Jornada 1
1668292941-35,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,FC Vizela,16,0,0,0,1,0,3,Jornada 1
1668292941-36,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Santa Clara,17,0,0,0,1,0,3,Jornada 1
1668292941-37,https://www.zerozero.pt/edition.php?jornada_in=1&id_edicao=156405&fase=150343,Boavista,18,0,0,0,1,0,3,Jornada 1
web-scraper-order,web-scraper-start-url,Clube,Lugar,Pontos,Vitorias,Empates,Derrotas,GolosMarcados,GolosSofridos,Jornada
1668295002-632,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,FC Porto,1,91,29,4,1,86,22,Jornada 34
1668295002-633,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Sporting,2,85,27,4,3,73,23,Jornada 34
1668295002-634,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Benfica,3,74,23,5,6,78,30,Jornada 34
1668295002-635,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,SC Braga,4,65,19,8,7,52,31,Jornada 34
1668295002-636,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Gil Vicente,5,51,13,12,9,47,42,Jornada 34
1668295002-637,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Vitória SC,6,48,13,9,12,50,41,Jornada 34
1668295002-638,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Santa Clara,7,40,9,13,12,38,54,Jornada 34
1668295002-639,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,FC Famalicão,8,39,9,12,13,45,51,Jornada 34
1668295002-640,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Estoril Praia,9,39,9,12,13,36,43,Jornada 34
1668295002-641,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Marítimo,10,38,9,11,14,39,44,Jornada 34
1668295002-642,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Paços de Ferreira,11,38,9,11,14,29,44,Jornada 34
1668295002-643,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Boavista,12,38,7,17,10,39,52,Jornada 34
1668295002-644,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Portimonense,13,38,10,8,16,31,45,Jornada 34
1668295002-645,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,FC Vizela,14,33,7,12,15,37,58,Jornada 34
1668295002-646,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,FC Arouca,15,31,7,10,17,30,54,Jornada 34
1668295002-647,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,Moreirense,16,29,7,8,19,33,51,Jornada 34
1668295002-648,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,CD Tondela,17,28,7,7,20,41,67,Jornada 34
1668295002-649,https://www.zerozero.pt/edition.php?jornada_in=34&id_edicao=156405&fase=150343,B SAD,18,26,5,11,18,23,55,Jornada 34
web-scraper-order,web-scraper-start-url,Clube,Lugar,Pontos,Vitorias,Empates,Derrotas,GolosMarcados,GolosSofridos,Jornada
1668294968-614,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,FC Porto,1,88,28,4,1,84,22,Jornada 33
1668294968-615,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Sporting,2,82,26,4,3,69,23,Jornada 33
1668294968-616,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Benfica,3,71,22,5,6,76,30,Jornada 33
1668294968-617,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,SC Braga,4,65,19,8,6,50,28,Jornada 33
1668294968-618,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Gil Vicente,5,51,13,12,8,47,37,Jornada 33
1668294968-619,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Vitória SC,6,45,12,9,12,45,41,Jornada 33
1668294968-620,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Santa Clara,7,40,9,13,11,38,50,Jornada 33
1668294968-621,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Estoril Praia,8,39,9,12,12,36,41,Jornada 33
1668294968-622,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Marítimo,9,38,9,11,13,39,43,Jornada 33
1668294968-623,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Paços de Ferreira,10,38,9,11,13,29,42,Jornada 33
1668294968-624,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Boavista,11,37,7,16,10,37,50,Jornada 33
1668294968-625,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,FC Famalicão,12,36,8,12,13,42,49,Jornada 33
1668294968-626,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Portimonense,13,35,9,8,16,30,45,Jornada 33
1668294968-627,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,FC Vizela,14,33,7,12,14,36,54,Jornada 33
1668294968-628,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,FC Arouca,15,30,7,9,17,30,54,Jornada 33
1668294968-629,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,CD Tondela,16,27,7,6,20,39,65,Jornada 33
1668294968-630,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,Moreirense,17,26,6,8,19,29,50,Jornada 33
1668294968-631,https://www.zerozero.pt/edition.php?jornada_in=33&id_edicao=156405&fase=150343,B SAD,18,25,5,10,18,23,55,Jornada 33
web-scraper-order,web-scraper-start-url,Clube,Lugar,Pontos,Vitorias,Empates,Derrotas,GolosMarcados,GolosSofridos,Jornada
1668294926-596,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,FC Porto,1,85,27,4,1,83,22,Jornada 32
1668294926-597,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Sporting,2,79,25,4,3,66,21,Jornada 32
1668294926-598,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Benfica,3,71,22,5,5,76,29,Jornada 32
1668294926-599,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,SC Braga,4,62,18,8,6,49,28,Jornada 32
1668294926-600,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Gil Vicente,5,48,12,12,8,44,37,Jornada 32
1668294926-601,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Vitória SC,6,44,12,8,12,44,40,Jornada 32
1668294926-602,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Paços de Ferreira,7,38,9,11,12,29,40,Jornada 32
1668294926-603,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Marítimo,8,37,9,10,13,38,42,Jornada 32
1668294926-604,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Santa Clara,9,37,8,13,11,36,50,Jornada 32
1668294926-605,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Boavista,10,36,7,15,10,36,49,Jornada 32
1668294926-606,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Estoril Praia,11,36,8,12,12,35,41,Jornada 32
1668294926-607,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Portimonense,12,35,9,8,15,28,42,Jornada 32
1668294926-608,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,FC Famalicão,13,33,7,12,13,39,47,Jornada 32
1668294926-609,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,FC Vizela,14,32,7,11,14,35,53,Jornada 32
1668294926-610,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,FC Arouca,15,30,7,9,16,30,53,Jornada 32
1668294926-611,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,CD Tondela,16,27,7,6,19,39,62,Jornada 32
1668294926-612,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,Moreirense,17,26,6,8,18,29,49,Jornada 32
1668294926-613,https://www.zerozero.pt/edition.php?jornada_in=32&id_edicao=156405&fase=150343,B SAD,18,25,5,10,17,21,52,Jornada 32
